Hot Sauce,Ingredients,SHU,Taste,Aroma,Looks,Heat,Label,Capsaicin?,Habanero?,Jalapeno?,Ghost?,Scorpion?,Carolina Reaper?,Cayenne?,Poblano?,Serrano?,Vinegar?,Water?,Oil?,Fruit?,Vegetable?,Sweetener?,Thickener?
Texas Pete - Hotter Hot Sauce,"Vinegar, Aged Peppers (Peppers, Salt, Vinegar), Water, Natural Flavor, Xanthan Gum And Benzoate Of Soda To Preserve Freshness And Flavor)",0,5.0,4.4,5.0,2.5,4.5,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Fancy Sauce - Hot &amp; Spicy,"Sun Flower Oil, Pasteurized Whole Egg, Agave Syrup, Jalapeño Pickle, Water, Tomato Paste, Lemon Juice, Mustard, White Vinegar, Salt, Natural Spices",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0
NuKeYerBungo - Level 1,"Chiles, Vinegar, Sea Salt, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
CaJohns - La Parca Reaper Hot Sauce,"Vinegar, Carolina Reaper Chiles, Sugar, Salt, Garlic, Black Pepper, Chile Powder (Carolina Reaper, Red Chile), Lemon Extract, Spices ",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0
NukeYerBungo - Level 2,"Jalapeno, Habanero, Vinegar, Sea Salt, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,1
Ass Kickin’ - Bacon Hot Sauce,"Water, Cayenne Pepper, Tomato Paste, Vinegar, Sugar, Bacon Flavor, Natural Butter Flavor, Natural Flavors, Spices, Xanthem Gum",0,1.6,2.5,3.1,1.1,3.0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
NukeYerBungo - Level 3,"Habanero, Vinegar, Sea Salt, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Humble House - Guajillo &amp; Red Jalapeno,"Aged Chile Paste (red Jalapeños, Fresh Garlic, Vinegar, Guajillo Chiles, Kosher Salt) Vinegar, Pickled Red Bell Pepper, Cane Sugar.",0,5.0,4.0,5.0,2.0,5.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0
Feisty Parrot - El Jefe,"Onion, Mango, Distilled White Vinegar, Apple Juice, Jalapeno Pepper, Lime Juice, Water, Cilantro, Garlic, Sea Salt, Spices, Chipotle Powder, Smoked Spanish Paprika And Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1
Beehive Brothers - Jalapeno Hot Sauce,"Vinger, Jalapeno Peppers, Garlic, Salt",0,5.0,5.0,5.0,2.5,4.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Siri - Sriracha Original Hot Chili Sauce,"Red Peppers, Sugar, Garlic, Salt, Vinegar, Lemongrass, Ginger, Basil",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Dinosaur Bar-B-Que - Devil’s Duel,"Water, Mustard, Vinegar, Habanero Peppers, Sugar, Garlic, Onion, Xanthan Gum, Green Bell Pepper, Celery, Caramel Color, Lime Juice, Spices.",0,4.0,4.3,3.6,4.1,3.1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
Spags Vintage Hot Sauce,"Hot Peppers, Virgin White Vinegar, Hawaiian Sea Salt Distilled Water ",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Cantina Royal Hot Sauce - YAYA,"Distilled White Vinegar Reduced To 4% Acidity, Onions, Chili Peppers, Garlic, Spices, Celery, Salt",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MAKA Sweet Spicy Hot Sauce,"Ketchup (water, Tomato Paste, Vinegar, Salt, Onion Powder, Spice, Natural Flavors), Water, Onions, Scotch Bonnet Peppers, Canola Oil, Xanthun Gum, Cane Sugar",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1
Trader Joe's - Jalapeno Pepper Hot Sauce,"Red Ripened Jalapeño Peppers, Distilled Vinegar, Salt",0,3.0,2.0,4.0,3.0,4.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Vital Eats - Zombie Blood Sriracha Verde,"Water, Apple Cider Vinegar, Jalapeño Peppers, Dried Green Bell Peppers, Sea Salt",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
The Hot Sauce Boss - Spicy Kush,"Scotch Bonnet, Lime, Citric Acid, Potassium Sorbate",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mr. Walton's Blazin Bajan - Hot Gurl,"Distilled Vinegar, Habanero Peppers, Red Bell Peppers, Garlic, Mustard, Whole Grain Mustard, Honey, Olive Oil, Curry Powder, Salt, Culantro",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0
The Hot Sauce Boss - San Antonio Spurs Sauce,"Scotch Bonnet, Lime, Citric Acid, Xantham Gum, Potassium Sorbate",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Silagy Sauce - Smokin Habanero,"Fresh Peppers, Vinegar, Water, Onions, Carrots, Spices, Fresh Garlic, Salt, Xanthan Gum, Naturally Smoked With NW Hardwoods",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1
The Hot Sauce Boss - Miami Heat Sauce,"Guava, Mango, Coconut, Citric Acid, Xantham Gum, Potassium Sorbate",0,5.0,5.0,4.1,5.0,3.9,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
Silagy Sauce - Cilantro Lime Serrano ,"Fire Roasted Tomatillos, Serrano Peppers, Onions, Fresh Squeezed Lime Juice, Vinegar, Cilantro, Garlic, Salt",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0
Don Ricardo Sauce Co. - Original Pique Sauce," Vinegar, Peppers, Pineapple, Garlic, Olive Oil, Parsley, Recao, Salt, Spices, Bay Leaves, Citrus Juice ",0,5.0,5.0,5.0,4.0,5.0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
Culley's - Chipotle Hot Sauce,"Italian Tomatoes [Tomatoes, Tomato Juice, Acidity Regulator (citric Acid)], Roasted Capsicums [red Peppers, Water, Vinegar, Salt, Sugar, Firming Agent (509)], Carolina Reaper Chillies, Chipotle Pepper Mix (chipotle Peppers, Water, Tomato Puree, Vinegar, Salt, Sugar, Garlic, Soybean Oil), Onion, White Wine Vinegar (wine, Antioxidant (224)], Water, Sugar, Garlic, Smoke Flavouring, Salt, Smoked Paprika, Stabiliser (Xanthan Gum), Black Pepper",0,4.3,4.6,4.1,4.6,2.9,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,1
Skipper's Treat Sweet Jalapeno Sauce,"Jalapeno, Onion, Sugar, Water, Vinegar, Salt, Garlic, Spices, Xanthan Gum",0,5.0,4.5,3.0,3.0,2.5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1
Bravado Spice - Black Garlic Carolina Reaper,"Vinegar, Red Serrano, Carolina Reaper, Roasted Garlic, Maple Syrup, Black Garlic, Black Pepper, Sea Salt",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0
VooDoo Child Kitchen - Peach Molasses Habanero Pepper Sauce,"Habanero Peppers, Peach Juice, Molasses ",0,4.5,4.0,4.5,4.7,4.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
VooDoo Child Kitchen - Roasted Garlic Jalapeño Pepper Sauce,"Roasted Garlic, Habanero Peppers, Jalapeños ",0,0.0,0.0,0.0,0.0,0.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Race City Sauce Works - Habanero &amp; Horseradish Honey Mustard,"Prepared Mustard, Hot Sauce, Honey, Spices, Vinegar, Water, Smoked Habanero Peppers, Vegetable Oil, Salt, Garlic Powder, Onion Powder, Paprika",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0
VooDoo Child - Original Habanero Pepper Sauce,Habanero Peppers,0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Race City Sauce Works - California Street Sauce Verde,"Roasted Green Chiles, Jalapeno, Garlic, Spices, Olive Oil, Lime, Melon",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Kaitlyn Baker's BURN Sauce,"Red Habanero, Vinegar, Capsicum, Xanthan Gum",0,4.7,4.6,5.0,4.3,4.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Fireblade Food Company - Mala Hot Sauce,"Chili, Sugar, Garlic, Szechuan Peppercorns, Salt, And Xanthum Gum",0,4.6,5.0,5.0,2.5,4.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Loud Orange Sunshine Mango Habanero Sauce,"Mango Purée, Rice Wine Vinegar, Dijon Mustard, Water, Habanero Mash, Honey, Kosher Salt, Ascorbic Acid, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1
Humble House - Ancho and Morita Hot Sauce,"Aged Tamarind Paste (raisins, Tamarind Concentrate, Gluten-free Soy Sauce, Balsamic Vinegar, Morita Chile, Ancho Chile, Kosher Salt), Vinegar, Cane Sugar, Fresh Garlic",0,5.0,4.8,4.8,3.0,5.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Rex's Pure Hell Hot Sauce,"Naga Jolokia Peppers, Water, Onion, Salt, Lemon Juice, Acetic Acid, Garlic Pulp, Xanthan Gum",0,5.0,4.9,5.0,5.0,4.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1
Scotty O'Hotty - The Ghost Sauce,"Vine Ripened Tomatoes, Beer, Onion, Ghost Peppers, Roasted Bell Peppers, Vinegar, Tomato Sauce, Mango, Carrots, Tomato Paste, Roasted Garlic, Jalapeños, Radishes, Cayenne, Olive Oil, Sea Salt, Honey, Assorted Spices, Liquid Smoke, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,1,1,0,0,1,0,0,1,0,1,1,1,1,1
Professor Phardtpounder's Colon Cleaner,"Red Wine Vinegar, Dijon Mustard (Distilled Vinegar, Water, #1 Grade Mustard Seed, Salt, White Wine, Citric Acid, Tartaric Acid, Spices And Turmeric), Yellow Mustard (Water, Mustard Seed, Vinegar, Salt, Turmeric), Natural Sugar, Onions, Habanero Peppers, Garlic, Spices, Xanthan Gum",0,4.0,4.0,4.5,2.5,5.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
Brian's - Ghost Chili Pepper Sauce,"Distilled Vinegar, Lemon Juice, Fresh Bhut Jolokia (Ghost) Chili Peppers, Red Bell Pepper, Onion, Salt, Garlic",0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0
Brian's - Habanero Chili Pepper Sauce,"Distilled Vinegar, Lemon Juice, Fresh Habanero Chili Peppers, Red Bell Pepper, Onion, Salt, Garlic",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Brian's - Jalapeno Chili Pepper Sauce,"Lemon Juice, Distilled Vinegar, Fresh Jalapeño Chili Peppers, Yellow Bell Pepper, Onion, Salt, Garlic",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Brian's - Mild Red Chili Pepper Sauce,"Lemon Juice, Distilled Vinegar, Fresh Fresno (Red Jalapeno) Chili Peppers, Red Bell Pepper, Onion, Salt, Garlic",0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Tocino De Fuego (Fiery Spanish Bacon),"Water, Habanero, Cane Vinegar, Cilantro, Granulated Sugar, Lime Juice, Paprika, Garlic, Salt, Spices, Toasted Onion Habanero Flakes, Black Pepper, Sodium Benzoate (preservative) Rosemary, Ham Flavoring, Citric Acid, Garlic Powder, Fennel Seed, Xanthan Gum, Spices. Contains, Milk, Wheat, Soy",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
Lucky Dog - Year of the Dog: Thai Chile Pineapple,"Pineapple (Pineapple Juice (Ascorbic Acid, Vitamin E And Vitamin A), Pineapple), Rice Vinegar, Onion, Roasted Garlic, Honey, Dried Red Chilis, Toasted Onion, Sea Salt, Agave, Lime Juice Concentrate, Ginger, Dried Garlic, Mustard Flour, Toasted Sesame Seeds",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
Burns and McCoy - Exitium: Pineapple Ginger Hot Sauce,"Pineapple, Moruga Scorpion, Pineapple Juice, Yellow Bell Pepper, Rice Vinegar, Bhut Jolokia Pepper, Trinidad 7 Pot Pepper, Fatalii Pepper, Agave Nectar, Shallots, Ginger, Sea Salt, Spices",0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0
Arizona Spice Co. - Black Scorpion Hot Drops,"Wine, Seasonings,Trinidad Moruga Scorpion Pepper, Ghost Pepper",0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
Doyle Wolfgang Von Frankenstein's Made in Hell,"Cheyenne Peppers, Vinegar, Garlic, Basil, Oregano, Black Pepper, Red Pepper, Salt And Spices",0,5.0,4.9,5.0,5.0,4.9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Culley's - Louisiana Habanero No. 6,"Vinegar, Red Bell Peppers, Onion, Roasted Bell Peppers, Red Peppers, Water, Salt, Sugar, Habanero Chillies, Garlic, Smoked Paprika, Xantham Gum, Pepper",0,4.5,4.6,4.0,3.0,4.0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1
Pepper Petes - Original Habanero Hot Sauce,"Water, Red Habanero Pepper, Carrot, Cane Vinegar, Salt, Onion, Lemon Juice, Naga Jolokia Pepper, Acetic Acid, Garlic Pul, Xantham Gum, Citric Acid",0,0.0,0.0,0.0,0.0,0.0,0,1,0,1,0,0,0,0,0,1,1,0,0,1,0,1
Oriental - Salsa di Aji,"Chili Pepper, Garlic, Onion, Salt, MSG",0,4.2,3.7,4.0,3.3,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Momofuku - Ssäm Sauce,"Gochujang, Miso, Sake, Soy Sauce, Rice Vinegar",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Panola Pepper Co. - Floyd's Bad Dawg,"Blended Aged Peppers, Vinegar, Salt, Garlic, Onion, Caramel Color, Xanthan Gum, Citric Acid, Ascorbic Acid",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Thrive - Special Sauce,"Tomato Puree, Water, Roasted Onion, Apple Cider Vinegar, Agave Nectar, Roasted Habanero Peppers, Non-gmo Canola Oil, Roasted Garlic ",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0
Thrive - Extra Special Sauce,"Tomato Puree, Water, Roasted Onion, Apple Cider Vinegar, Agave Nectar, Non-gmo Canola Oil, Roasted Habanero Peppers, Roasted Garlic ",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0
Thrive - Especially Special Sauce,"Tomato Puree, Water, Roasted Onion, Roasted Habanero Peppers, Roasted Garlic, Agave Nectar, Apple Cider Vinegar, Non-gmo Canola Oil ",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,1,0,1,1,0
Ass Kickin’ - Chile Lime,"Water, Jalapeño Peppers, Sugar, Tomato Paste, Vinegar, Natural Flavors, Garlic, Xanthan Gum, And Lime Oil. Refrigerate After Opening.",0,3.6,3.5,4.0,1.4,3.5,0,0,1,0,0,0,0,0,0,1,1,0,0,1,1,1
Piri-Piri &amp; Co - Morte Tropical Hot Sauce,"Mango,Honey,Vinegar,Habanero,Trinidad Scorpion,Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,1
Arizona Spice Co. - Reapper Sr. Hot Sauce,"Carolina Reaper, Ghost Pepper",0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
Men Pa'w - Green Peppa Madness,"Apple Cider Vinegar, Canola Oil, Olive Oil, Onions, Green Habanero Peppers, Jalapeno Peppers, Fatalii Peppers, Datil Peppers, Salt, Garlic, Spices",0,5.0,4.9,4.8,4.0,4.8,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
Avila Gorilla - Pineapple Mango Hot Sauce ,"Pineapple,mango, Habanero, Jalapeños, Ghost Peppers, Water, Yellow Bell Pepper, Cane Sugar Organic, Apple Cider Vinegar, Tomato Paste, Shallots, Garlic, Salt, Cultured Dextrose,acids ( Acetic, Citric)",0,4.6,4.1,4.9,3.9,5.0,0,1,1,1,0,0,0,0,0,1,1,0,1,1,1,0
Darren Wolfbite Hot Sauce,Actual Bits Of Satisfaction. ,0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Red's - Devil Wing Barbecue Sauce,"Water, Demerara Sugar, Red Chilli Puree, Tomato Paste, Brown Sugar, Vinegar, Orange Puree, Habenero Puree",0,4.9,3.6,3.0,2.7,4.9,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0
KYVAN Original Hot Sauce,"Hot Sauce (aged Cayenne Pepper, Vinegar, Water, Salt, Garlic Powder, Xanthum Gum), Water, High Fructose Corn Syrup, Vinegar, Modified Corn Starch, Dehydrated Garlic, Dehydrated Onion, Pottasium Sorbate And Sodium Benzoate (Preservatives), Citric Acid, Natural Flavor, Paprika, Caramel Color, Extractives Of Paprika",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1
Men Pa'w - Reserve Special Red Sauce,"Apple Cider Vinegar, Canola Oil, Olive Oil, Onions, Water, Red Habanero Peppers, Chocolat Habanero Peppers, Fatalii Peppers, Spices, Salt, Orange Habanero, Cayenne Peppers, Garlic.",0,5.0,5.0,5.0,4.0,5.0,0,1,0,0,0,0,1,0,0,1,1,1,0,1,0,0
Wicked Pepper - Wicked Thai,"Vinegar, Peppers, Salt, Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Sam &amp; Oliver - Cinder Habanero Hot Sauce,"Distilled Vinegar, Red Habanero Peppers, Butternut Squash, Kosher Salt, Diced Tomatoes (Tomatoes, Tomato Juice, Salt), Xanthan Gum",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1
Sam &amp; Oliver - Stoke Chipotle Pepper Sauce,"Distilled Vinegar, Chipotle Peppers (Smoked Jalapeno, Tomato Paste, Vinegar, Sugar, Spices, Water, Vegetable Oil), Butternut Squash, Diced Tomatoes (Tomatoes, Tomato Juice, Salt), Spices",0,4.2,4.0,4.0,4.0,5.0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,1,0
Salsa Huichol - Picante,"Water, Chillies, Iodized Salt, Acetic Acid, Spices, Xanthan Gum, Sodium Benzoate 0.1%",0,1.0,1.5,2.3,2.0,3.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1
Red Hawk Premium Peppers - Wildfire Hot Sauce,"Bhut Jolokia Peppers, Sweet Onion, Water, Tomato Paste, Cayenne Peppers, Wildflower Honey, Wild / Uncultivated Chiles Blend, Kosher Salt, Citric Acid, Spices",0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0
Red Hawk Premium Peppers - B3 Hot Sauce (Berries &amp; Banana),"Blueberries, Strawberries, Bananas, Carrots, Bhut Jolokia, Red Wine Vinegar, Grape Juice, Onion, Water, Brown Sugar",0,3.9,4.7,3.9,4.1,2.8,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0
De Cabron - Chipotle Tradicional ,"[in Portuguese] Agua, Vinegre, Sal, Acucar Mascavo, Pimenta Chipotle Defumada, Alho, Especiarias E Espessante [goma Xantana]. E Muito Amor",0,4.2,3.8,4.2,4.0,5.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bandar - Spicy Mango Chili Sauce,"Mango, Water, Salt, Green Chili, Mixed Spices (chili Powder, Yellow Mustard, Fenugreek, Asafoetida), Non-hydrogenated Vegetable (Palmolein) Oil, Cilantro Leaves, Acetic Acid And Citric Acid",0,3.8,3.0,3.5,3.0,4.0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0
Bandar - Mint Cilantro Chili Sauce,"Cilantro Leaves, Water, Green Chili Peppers, Mint Leaves, Lime Juice, Chickpea Flour, Salt, Cornstarch, Citric Acid",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Palo Alto Fire Fighters Pepper Sauce,"Red Jalapeno Peppers, Water, Distilled Vinegar, Sugar, Paprika, Spice, Xanthan Gum",0,2.2,2.5,3.5,2.5,3.1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,1
Granddaddy's Hot Sauce,"Tomato Concentrate, Apple Cider Vinegar, Vinegar, Tomato Puree,  High Fructose Corn Syrup, Corn Syrup, And Contains 2% Or Less Of:  Salt, Sugar, Onion, Garlic, Spices, Molasses, Red Bell Pepper, Anchovies, Tamarind Extract, Chili Pepper Extract, Malt Vinegar, Modified Food Starch, Raisin Juice Concentrate, Soybean Oil, Turmeric, Apple Puree, Red Chili Pepper Flakes, Natural Flavors, Sodium Benzoate, And Potassium Sorbate, Caramel Color, Contains Anchovy",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0
Gringo Bandito Original Red Sauce,"White Vinegar, Water, Habanero Peppers, Jalapeño Peppers, Red Japanese Chili Peppers, Salt, Spices, Xanthan Gum",0,3.0,3.4,3.8,2.8,4.3,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1
"D'Elidas - Red Habanero Pepper, Pure Pulp","Selected Red Habanero Pepper, Vinegar, Water, Salt, Xanthan Gum, .1% Sodium Benzoate, Corn Starch Mod., FD&amp;C Red#40, Carmel Color",0,5.0,4.0,3.0,4.0,4.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1
Fletcher's Gourmet Hot Sauce,"Chili, Distilled Vinegar, Tomato Juice,Salt, Vitamin C, Sugar, Garlic, Red Wine Vinegar, Lemon Juice, Oregano, Spices, Onion, Potassium Sorbate, Sodium Bisulfite As Preservative, Xantham Gum, Natural Flavor,paprika Oleoresin For Color.
Contains: Sodium Bisulfite",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1
Bravado Spice - Ghost Pepper &amp; Blueberry,"Blueberry, White Wine Vinegar, Ghost Pepper, Sea Salt, Black Pepper ",0,3.5,4.0,4.0,4.4,3.9,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Bravado Spice - Pineapple &amp; Habanero,"Pineapple, White Wine Vinegar, Yellow Bell Pepper, Habanero, Garlic, Sea Salt",0,4.7,5.0,4.6,3.5,4.0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Ghost Pepper World - Ghost Pepper Hot Sauce,"Bhut Jolokia Peppers, Apple Cider Vinegar, Salt, Xantham Gum",0,0.0,0.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
Allegheny City Farms - Kung-Pao Rush: Oak Barrel Aged Edition,"Kung Pao And Sugar Rush Peach Peppers, Rice Vinegar, Lemon Juice, Honey, Garlic, Pink Himalayan Salt, Black Pepper, Ginger, Coriander",0,4.0,3.5,4.8,3.0,4.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Fix - Sriracha Sauce,"Organic Chilli Peppers, Garlic, Sea Salt, Sugar, Rice Vinegar, Less Than 1% Natural Preservatives, Potassium Sorbate",0,4.0,4.0,4.0,2.0,3.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Bravado Spice - Jalapeño &amp; Green Apple,"White Wine Vinegar, Jalapeños, Green Apple, Poblano Peppers, Garlic, Sea Salt",0,4.5,4.0,4.0,1.0,4.0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Morenos Autentico - Serrano Pepper Hot Sauce,"Serrano, Habanero, White Vinegar, Salt",0,5.0,5.0,5.0,5.0,5.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0
La Anita - Green Chile Habanero ,"Water, Habanero, Salt, Vinegar, Sodium Benzoate, Potassium Sorbate, Yellow 5 F.D. &amp; C. (Cl 19140), Blue 1 F.D. And &amp; C (Cl 42090)


",0,3.5,3.5,3.0,3.8,3.5,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Busha Browne's - Pukka Hot Pepper Sauce ,"Water, Scotch Bonnet Peppers, Cane Vinegar, Modified Food Starch, Salt, Approved Spices, And Grapefruit Seed Extract",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0
Golden Toad - Xtinction Sauce Original Ghost Pepper,"Naga Jolokia, Red Habanero, Vinegar, Water, Salt, Honey, Garlic (Garlic, Citric Acid, Soybean Oil, Olive Oil), Black Pepper And Spices",0,4.9,4.8,5.0,4.6,4.2,0,1,0,1,0,0,0,0,0,1,1,1,0,0,1,0
Panola - Cajun Hot Sauce,"Aged Pepper Mash, Vinegar, Salt, Spices.",0,3.3,3.6,3.7,2.6,3.8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LowDog Sauce Co - Apalachicola Bay Original Flavor Sauce,"Cayenne Peppers,vinegar, Salt,garlic,onions,water,cinnamon, Black Pepper, Crushed Red Pepper, Spices",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
La Anita - Red Hot Habanero Pepper Sauce,"Water, Habanero Peppers, Iodized Salt, Vinegar, Stabilizers, 0.1% Of Sodium Benzoate And Potassium Sorbate As Preservatives, Red 40 F.D. &amp; C. (Cl 16035)

",0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
Jammin' Jelly's Hot Sauce - Son of Zuel,"Jalapeño, Habanero, Onion, Bell Pepper, Garlic, Cocoa, Coffee, Bourbon, Steens Syrup, Vinegar, Mustard, Jammin’ Jellys Spice Blend 
",0,5.0,5.0,5.0,5.0,5.0,0,1,1,0,0,0,0,0,0,1,0,0,0,1,1,0
Lee Kum Kee - Sriracha Chili Sauce ,"Red Chili, Sugar, Salt, Garlic, Fish Extract (anchovy), Acetic Acid, Ascorbic Acid",0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
